apache,jar,java,job,org,run,server,spring,springframework,xd,story_point
0.0,0.0,0.0,0.9862577526185475,0.0,0.0,0.0,0.0,0.0,0.1652139382734156,2
0.0,0.0,0.12918655381064303,0.0,0.0,0.0,0.9710107889690732,0.0,0.0,0.20111907423262443,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9366531653266227,0.0,0.35025825883713047,2
0.0,0.0,0.0,0.6664170553797869,0.0,0.0,0.0,0.5970665944968094,0.0,0.44654203613424426,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.6087181466306227,0.2828563595359074,0.5060889378235922,0.07761960595720668,0.0,0.0,0.535671969034948,0.018953184601300792,3
0.5881879740028136,0.061996486183363356,0.5838139071563602,0.14533069909055757,0.4727761613805224,0.17724758665340942,0.0,0.0,0.08340198673662289,0.16230143411652523,5
0.0,0.09530368425867093,0.6089934482443814,0.0,0.575361163509786,0.10217725072393485,0.0,0.0,0.5128365879952685,0.12474839772388255,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8008091070491711,0.0,0.5989196724662742,2
0.0,0.0,0.0,0.9116808204027792,0.13480883172325117,0.0,0.0,0.0,0.14268897605832745,0.36097716923727163,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.8271881250077179,0.0,0.3647027143916042,0.05859856365651591,0.0,0.028697853478329607,0.3860211250036017,0.17170343198577973,3
0.0,0.0,0.8217377342011096,0.0,0.5530210180189173,0.10765316891549823,0.0,0.0,0.06754008774255696,0.05257358262023008,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.15310188531629162,0.9682393388355421,0.0,0.0,0.10255072193356773,0.0,0.0,0.0,0.0,0.16898445157710104,2
0.6329797270302268,0.07849135197599831,0.026398006965588746,0.2759963610235047,0.4239825515026171,0.05610157755457755,0.5621802087125654,0.0824249649872802,0.0,0.10274178244369629,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.719091919831897,0.06162498051454108,0.5624369901481363,0.08142201937118752,0.0,0.0,0.39491113630112384,0.013764225696981843,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8008091070491712,0.0,0.5989196724662742,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.6464666251940883,0.0,0.5191501191138553,0.10304129462419993,0.0,0.0,0.549496631414975,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.41417371932267233,0.0,0.0,0.0,0.9101978522400634,5
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.0,0.0,0.7451082025045346,0.027922053695867276,0.4428128196805868,0.0766218871283343,0.0,0.0,0.46869709512382013,0.1496764899367304,5
0.0,0.0,0.0,0.0,0.5977052955421611,0.0,0.0,0.0,0.6326436889582602,0.49245339119772735,1
0.030204113068402958,0.01591794597382427,0.6959526744683701,0.0,0.5765926881479725,0.056886641526645694,0.30849610095263164,0.022287570227491865,0.278381069787348,0.07500924832707355,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.6334489428361543,0.0,0.4787728627622275,0.0,0.15870737307447905,0.0,0.5067591542689234,0.2958481231961145,1
0.0,0.0,0.6624362177842816,0.0,0.5006820012453592,0.0,0.0,0.13789243541087906,0.5299489742274253,0.10312881250336431,1
0.0,0.0,0.6659848947976424,0.0,0.4893818216467606,0.0786313638382111,0.3398981430725159,0.05134486165809602,0.39465771543564,0.19200236021544664,5
0.0,0.0,0.0,0.0,0.6423300143228562,0.0,0.0,0.35380720613952543,0.6798769106123128,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
0.0,0.0,0.0,0.8307454153793893,0.0,0.0,0.0,0.0,0.0,0.556652544075859,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.23859763490480368,0.05917362007728052,0.6069840901891054,0.0,0.6016658615647666,0.04229425729557817,0.01246530659217832,0.0828521604016013,0.43782458964460064,0.09294684900693206,1
0.0,0.0,0.0,0.0,0.27645687988381384,0.0,0.0,0.6091101714613559,0.29261694957703377,0.6833240178769188,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.8307454153793893,0.0,0.0,0.0,0.0,0.0,0.556652544075859,3
0.0,0.0,0.5022772699528265,0.0,0.3796307960654562,0.0,0.3775289562201679,0.0,0.4018218159622612,0.5473656165667923,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.9649929577866562,0.0,0.06512144548534239,0.21973098466213478,0.0,0.0,0.06892806841333259,0.10730798909809118,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8008091070491711,0.0,0.5989196724662742,5
0.4543167283168996,0.0,0.0,0.0,0.30431048173667985,0.0,0.0,0.6704792797560954,0.0,0.5014468830238807,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.3783989372973973,0.0,0.7412630331739429,0.0,0.5543855697093553,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
0.0,0.4292327921199782,0.0,0.0,0.0,0.0,0.0,0.6009918625209453,0.0,0.6742165759995022,3
0.0,0.0,0.9964668615497319,0.029681644609930415,0.0,0.054300294857896565,0.0,0.05318566901387637,0.0,0.019888599658329443,4
0.0,0.8215300152889322,0.27629483401775273,0.0,0.0,0.0,0.3461212446316202,0.28756706329845655,0.0,0.2150694464470229,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5
0.30615223757756405,0.0,0.837208100656502,0.0,0.32224802655644197,0.197694618257135,0.1942205384982202,0.0,0.1240308297268892,0.09654629261006395,1
0.0,0.0,0.0,0.0,0.0,0.10546482149369095,0.8081696401697351,0.0,0.0,0.5794298957900126,5
0.5044790929800405,0.0,0.6616756622911988,0.0,0.48996985154032424,0.07601116114232674,0.0896105039929981,0.0,0.16094813407083214,0.16704390546836875,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.5252200159477818,0.0,0.7240475153727849,0.0,0.4104367514122253,0.13189374882895888,0.07774559109785437,0.0,0.062061215603381556,0.06441173047673171,2
0.0,0.0,0.0,0.9107060060830962,0.24688526030430835,0.0,0.0,0.0,0.2613167442103088,0.20341041744210933,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.5476736194412257,0.0,0.0,0.6033374397897158,0.5796874505422198,0.0,3
0.39568088636416493,0.0,0.707416995155392,0.0,0.5185467695086166,0.0388814711782169,0.015279283445165347,0.0,0.2683305843692866,0.018988184537220787,3
0.4415111687294016,0.0,0.7762893620713113,0.0,0.378538317289733,0.1729614177366194,0.1097957367480489,0.0,0.08764557313708352,0.09746257867271832,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8008091070491711,0.0,0.5989196724662742,5
0.0,0.0,0.6672689076386726,0.1391310392549303,0.5011017265801719,0.05454205227347366,0.0,0.0,0.5303932342768937,0.0,4
0.13025749360359143,0.0,0.6992151129569809,0.2298877890826788,0.4736379112986014,0.11214989281955565,0.11568804151755371,0.0,0.4089748773899322,0.15403951713222117,2
0.2742175115583123,0.0,0.8054255513913242,0.0,0.3411133221584241,0.20658528518972136,0.13916912234751624,0.11562553999796504,0.16663976925337742,0.23780777131594147,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.686595846359368,0.0,0.4867785487162175,0.0,0.49527229935499073,0.07957781561751531,0.18763055469696086,0.0,0.037444503747401346,0.058294022919875815,4
0.2276793825850557,0.0,0.161418744396757,0.0,0.30500845897815854,0.17152518785493895,0.0,0.0,0.161418744396757,0.8795447837054878,3
0.0,0.0,0.0,0.9759524514853957,0.0,0.0,0.0,0.0,0.0,0.21798351414647493,3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.829249400136398,0.0,0.553025827524242,0.05183345803617061,0.0,0.0,0.04877937647861165,0.03797013988546692,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5
0.3464913082613975,0.0,0.7369599032936184,0.0,0.5247180884723152,0.0340478711000186,0.0,0.0,0.24565330109787278,0.0,5
0.0,0.38576614356394634,0.12973986418278716,0.0,0.3677245433017616,0.0,0.0,0.6751648446200682,0.3892195925483615,0.30297071102796425,3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.4906333043984365,0.030419987988687832,0.6752308921144353,0.0,0.5026198484969031,0.10871320676694089,0.0,0.0,0.1841538796675733,0.06370951620411541,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5
0.0,0.0,0.0,0.9301521753782798,0.2521569643847632,0.0,0.0,0.0,0.2668966016106521,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.6939801722425585,0.5765778414773389,0.0,0.4312186374120689,5
0.0,0.0,0.6853270406322093,0.0,0.0,0.7282354340309857,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.988341080650536,0.0,0.0,0.152256061615065,0.0,0.0,0.0,2
0.0,0.0,0.9319058176818376,0.0,0.0,0.0,0.0,0.0,0.0,0.36270035424678837,4
0.0,0.0,0.0,0.0,0.0,0.0,0.4727242679909025,0.0,0.0,0.8812103985158513,3
0.0,0.0,0.4245180217880518,0.0,0.6016103711402275,0.676645705309416,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.465000374673451,0.0,0.43932025439006284,0.0,0.14562931388883957,0.24198569012863713,0.465000374673451,0.5429383444729096,2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8
0.0,0.0,0.0,0.0,0.26137451697492026,0.0,0.0,0.8638193969913066,0.0,0.4306964258705923,1
0.0,0.0,0.0,0.0,0.23678409879530588,0.0,0.0,0.5217001764511912,0.25062512724208047,0.7803520116225637,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.3100621619775742,0.058122399575504184,0.8222546438133125,0.34157590276865557,0.3281866020309158,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
